¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(365.22, 9.90, 323.00) (326.42, 1.99, 304.25) (6.00, 2.95, 8.43) Truck 22.9857
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30872
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67862
€(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5115
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361648
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582847
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799071
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987505
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186547
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397057
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619987
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85641
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107583
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395991
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780092
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1514
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55367
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99082
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38007
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76134
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2401
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76146
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24518
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65132
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05161
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47829
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93303
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31657
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69236
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02982
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38461
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.758
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68359
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.34897
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569375
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804564
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999842
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199537
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410769
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634459
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871772
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123902
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417596
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82142
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19605
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60206
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04343
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42203
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77603
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25603
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7788
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26093
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6746
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08486
ÿ(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5136
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96514
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35038
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75837
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1053
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46352
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87779
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86165
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336491
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556049
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79034
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012536
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212978
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424965
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649483
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887662
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140764
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439539
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857747
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24158
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6514
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0971
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4653
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81695
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27288
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79716
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.278
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69284
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11975
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55074
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99927
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3863
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79624
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18375
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54554
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06187
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06586
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324176
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54292
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776322
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02571
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226843
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439623
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664975
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904092
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158175
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461767
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882081
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28794
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70168
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15187
†(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50981
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86437
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29065
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81653
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29652
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71251
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15645
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58976
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03537
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42433
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83639
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26523
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63073
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2524
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27965
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312018
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529984
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7625
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01112
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241199
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454776
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681028
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921095
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176235
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484321
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906749
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33523
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75301
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20772
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55561
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91314
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30933
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83685
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31635
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73369
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18019
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63064
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07353
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46455
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87885
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31837
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71917
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44965
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50125
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300046
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517233
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748927
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996566
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255993
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470375
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697566
‡(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938593
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194831
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507179
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931731
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38337
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80526
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26466
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6027
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96332
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34895
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8582
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33762
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75634
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20434
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67339
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11378
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50693
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92353
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36567
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81091
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65386
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70741
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28825
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504663
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735509
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982231
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246488
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486511
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714596
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956708
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214025
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530351
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957099
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42553
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85856
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31039
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65116
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01493
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40406
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88058
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36025
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78043
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23011
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71234
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15614
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55156
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97063
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41542
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89722
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80017
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84208
„(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276628
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492267
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722301
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968084
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231333
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503108
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732211
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975307
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233812
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553789
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9828
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45378
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91287
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35722
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70095
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06798
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46073
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90399
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38431
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80606
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25746
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74164
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20059
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60672
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04184
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50446
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02053
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92449
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265169
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480099
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709295
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954205
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216482
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497928
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750271
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994539
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254185
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577587
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00885
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48242
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96817
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4053
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7521
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12254
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51903
(364.01, 9.95, 322.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94431
