¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(332.28, 7.38, 364.64) (337.69, 1.16, 384.09) (0.81, 2.16, 0.81) Human 7.538774
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.16559
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.15325
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.14392
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.13761
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759461
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960695
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177456
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411571
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665164
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940271
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240978
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080393
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454168
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865622
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320599
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826393
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39185
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0281
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74924
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56849
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48004
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53649
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5429
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49686
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63353
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.55233
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.5211
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.49302
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.46807
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.44622
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.42747
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.4118
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.39919
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.38964
€(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.38314
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766258
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.968009
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185345
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420104
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674421
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950798
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252057
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091413
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466288
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879015
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335466
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842935
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41037
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04907
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77305
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58916
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50391
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56427
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52942
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48159
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56517
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.81023
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.77849
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.74994
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.72455
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.70232
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.68321
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.66722
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.65434
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.64455
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.63785
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774428
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975338
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193251
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428657
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683701
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960899
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263165
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102524
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478491
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892452
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350384
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85956
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42905
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07011
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79702
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61007
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52798
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59238
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55388
—(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51655
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68076
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.07788
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.04561
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.01656
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.99072
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.96808
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.9486
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.93228
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.91911
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.90907
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 20.90217
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783137
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982679
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20117
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437225
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692999
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971023
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769766
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11371
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490746
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905981
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365377
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876276
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44779
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09128
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82113
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6312
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55233
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62075
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61507
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5857
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90481
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9255
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.32292
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.29336
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.26704
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.24397
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.2241
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.20744
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.19397
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.18367
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.17654
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791885
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99053
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209104
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445808
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702315
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981169
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780036
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124916
š(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503052
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919561
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38043
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893092
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46668
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11259
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8454
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6525
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57693
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63646
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67765
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6564
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13498
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10006
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.61091
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.5808
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.554
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.53048
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.51021
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.49318
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.47939
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.46881
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.46145
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800671
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99997
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217051
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454408
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711648
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991333
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790313
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136161
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515436
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933245
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395596
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909988
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48566
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13406
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86641
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.674
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60171
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64969
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74157
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7287
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37149
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23682
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.91011
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.87945
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.85213
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.82813
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.80743
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.79003
†(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.77589
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.76503
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 21.75742
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808239
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009451
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225008
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463018
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720996
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001514
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800666
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14747
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527884
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946971
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41083
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926975
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50475
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15562
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88539
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69571
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62679
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66323
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80691
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83704
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6145
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32422
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.22109
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.18984
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.16197
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.13748
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.11634
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.09853
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.08405
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.07287
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.06501
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814898
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018796
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234881
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471642
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730359
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011713
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811037
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158854
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540357
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960746
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426126
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944078
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52392
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17732
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90454
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7176
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65204
”(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67721
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8272
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04085
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8643
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41245
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.54445
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.51258
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.48414
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.45913
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.43752
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.41929
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.40444
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.39295
(331.71, 7.60, 366.19) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 22.3848
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821565
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025971
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245181
