¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193966
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.514023
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.497914
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.482849
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.468817
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.455808
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.44381
µ(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.432816
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.422816
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.413803
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.40577
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.398711
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.392621
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.387495
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.383328
(335.58, 7.37, 318.18) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.380119
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380138
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.550034
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731878
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926966
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136724
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362876
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607364
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872477
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152511
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450919
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762835
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103553
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493496
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930012
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439812
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885105
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31958
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76403
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.12845
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.10535
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.08399
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06437
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.04646
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03025
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.01573
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00289
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.99172
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98221
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97435
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.96814
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.96358
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384066
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554214
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736331
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931768
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141913
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368468
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613396
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879026
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163072
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462373
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774632
¸(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122225
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514059
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954317
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467021
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938407
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37216
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82745
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.21172
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.18839
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.16683
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14702
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.12893
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.11255
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.09788
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0849
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0736
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06397
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.05601
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0497
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.04506
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388019
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558447
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740882
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936638
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14716
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374132
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619537
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885663
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173745
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474047
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786697
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14115
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534954
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978935
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494638
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992859
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42598
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89604
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.29795
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.27439
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.25262
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.2326
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.21432
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.19777
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.18294
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.16981
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.15838
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14863
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14055
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.13416
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.12943
¡(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392061
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562755
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745536
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941618
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15251
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379912
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625811
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892493
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182612
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485922
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800777
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160422
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556171
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003896
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522573
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04848
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48255
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96621
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.38724
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.36345
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.34145
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.32122
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.30275
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.28602
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.27102
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.25773
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.24616
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23628
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.2281
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.2216
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.21678
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396194
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567157
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750212
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946671
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157942
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38579
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632158
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899353
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190155
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497936
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818575
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179964
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577696
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02919
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55094
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10533
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54805
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0381
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.40462
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.38075
®(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.35866
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.33835
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.31979
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.30299
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.28791
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.27456
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.26291
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.25297
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.24472
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23816
(335.58, 7.37, 318.18) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23328
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400357
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571638
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755013
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951818
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163482
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391768
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63862
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906411
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197796
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50974
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836658
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199806
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599585
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054808
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579668
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16339
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61507
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11165
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65145
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22276
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85495
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48882
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.10297
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 15.09143
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.08217
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 15.07515
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 15.0704
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 15.0679
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.06765
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 15.06964
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.07389
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404614
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576177
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759902
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.957043
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169109
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397826
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645204
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913527
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205561
§(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522164
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854996
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219934
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62178
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080738
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608791
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1986
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68364
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1869
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73036
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30975
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11744
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59391
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.80412
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.79277
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 14.78364
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 14.77673
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 14.77202
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.76953
(335.58, 7.37, 318.18) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 14.76924
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.77116
(335.58, 7.37, 318.18) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.77527
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408905
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580777
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764818
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962323
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174806
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404012
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651865
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920805
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213487
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535865
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873611
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240402
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644334
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107013
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638235
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22476
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75377
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26397
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81122
(335.58, 7.37, 318.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39892
