¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192509
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17588
ª(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70546
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43582
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.46905
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54621
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796525
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06784
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362857
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684777
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037389
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42406
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845951
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315428
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844165
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4368
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10795
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84791
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68293
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64678
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77156
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09658
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6144
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33241
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52409
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532901
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782117
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052197
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.345814
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666141
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016931
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401605
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821112
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287299
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81271
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40154
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06791
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80458
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63317
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58906
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70381
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01781
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52411
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29658
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39338
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92405
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519568
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767687
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036529
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328749
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647485
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996454
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379155
¿(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796282
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259173
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781276
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36633
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02792
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7614
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.58362
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5316
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63643
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93958
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4698
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19058
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26424
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77679
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506212
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753234
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02084
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311664
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62881
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975964
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356712
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.77147
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231057
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749869
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33128
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98801
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71837
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53426
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47441
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49575
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85043
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3757
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08573
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13659
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63159
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492836
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73876
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005133
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294563
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610125
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955466
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334281
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746677
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203456
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.718496
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29629
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94817
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67551
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4851
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27065
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42483
ä(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7721
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28246
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98197
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01044
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48847
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479443
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724271
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989411
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277449
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591428
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934958
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311868
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.721912
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175952
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687166
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2611
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90841
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6328
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22698
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21041
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35431
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6944
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18998
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87934
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8858
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34688
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466034
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709768
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973678
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260325
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572724
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.914452
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289476
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697178
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.148491
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655882
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22591
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58363
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32732
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17515
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15049
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28424
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61731
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09834
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77786
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76268
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19438
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452613
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695255
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957937
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243195
ø(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554018
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.893946
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267108
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672474
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121075
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.670789
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86767
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54397
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28226
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12359
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09088
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21457
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53571
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0075
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67747
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64104
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04388
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439182
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680733
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942186
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226063
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535314
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873447
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24464
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64781
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689755
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22511
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82476
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50101
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23739
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07224
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03162
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14533
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45379
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9175
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57821
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5209
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89546
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425743
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666205
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926436
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20893
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516613
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852958
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382157
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193421
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655716
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18708
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78206
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45265
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19276
¢(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02118
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97261
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07653
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37245
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8283
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48011
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40217
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70885
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412301
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651674
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910685
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191801
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519271
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35438
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745942
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168295
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626301
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14919
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73954
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40452
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14829
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97037
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91402
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00814
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29168
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73992
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38307
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28493
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49786
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398854
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637144
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894935
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652775
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977596
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332554
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721927
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143262
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598591
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11148
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69716
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35662
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10408
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91985
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85575
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94024
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21153
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65237
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28714
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16912
(431.85, 14.35, 327.61) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 21.47935
(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385408
Ä(431.85, 14.35, 327.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735768
