¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042607
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49651
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58649
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67971
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02772
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50786
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97706
(383.06, 6.97, 351.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45072
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348429
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570684
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810112
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016392
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048689
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082352
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117352
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153832
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191737
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231126
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272065
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314515
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358638
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404337
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451797
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500944
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551905
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604689
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70815
…(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818244
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93272
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051819
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15131
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235083
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321883
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411796
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504939
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628168
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632699
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91436
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46678
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348805
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571097
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810561
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024038
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056391
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090145
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12529
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161892
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199877
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239395
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280415
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323037
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367266
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41312
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460692
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509978
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561095
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614042
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668861
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753578
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866092
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983105
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104854
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190217
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276017
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364923
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456995
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897773
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969968
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31979
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92381
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349187
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571484
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811013
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032517
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06502
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098884
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134132
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170822
…(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208952
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248606
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289786
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332497
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376887
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42288
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470597
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520047
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571269
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624388
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679398
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736384
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801539
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916541
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036185
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14693
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231804
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319691
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410764
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185943
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33328
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8228
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41817
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349543
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571879
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811435
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041891
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074479
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108476
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143866
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180665
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21898
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25877
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300027
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342947
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387441
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433622
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481486
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531132
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582557
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635832
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691023
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748193
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807384
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868676
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969775
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092215
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189198
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276192
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518239
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494617
ş(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72557
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35778
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50883
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349938
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572283
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811861
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052094
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08482
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118958
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154487
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191452
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229891
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269806
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311273
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354327
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399022
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445355
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493423
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54323
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594837
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648325
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703731
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761099
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820502
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945671
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025858
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148241
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234281
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783937
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825991
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1886
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81321
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45548
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350285
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572696
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812291
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063158
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096046
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130354
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166007
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203151
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241738
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281834
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323501
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366714
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411585
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458111
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506348
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556367
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608212
ø(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661873
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717503
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77507
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834731
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896483
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960433
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02659
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0951
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193946
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067781
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18261
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68966
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32616
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86032
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350648
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573061
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812703
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071557
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108171
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14259
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178444
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215759
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254509
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294811
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336642
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380087
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425151
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471869
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520325
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570548
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622614
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67653
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732367
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790219
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850116
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912138
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976335
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042809
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111602
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419958
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371566
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56743
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23432
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24373
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99282
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351003
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573445
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813112
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072013
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121182
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155801
„(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191815
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229341
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268277
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308749
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350801
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394436
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439707
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486677
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535359
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585811
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638072
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692262
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748365
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806493
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86666
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928937
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993442
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062486
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148979
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682016
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697491
(382.88, 7.00, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98381
