¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16873
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.987336
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121369
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263148
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583942
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680997
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782365
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888286
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999085
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.123647
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25499
ó(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393038
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565266
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808294
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968907
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127007
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293622
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469309
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654899
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891019
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34448
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854609
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875821
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31676
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59071
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86713
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15544
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4565
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86984
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4163
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.749956
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.86998
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.996992
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.131594
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490823
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583819
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680872
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782222
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888158
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998981
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115927
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246902
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384564
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543591
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782756
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931359
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08767
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252351
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425961
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60928
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80305
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211817
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705219
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172952
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29049
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59094
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87867
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16742
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46884
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8626
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44493
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.758807
ø(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.879325
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006873
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142056
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491166
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584159
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681227
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782599
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888568
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999391
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115405
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239406
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376731
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522468
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747903
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894883
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049503
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212284
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383909
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565068
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756518
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084005
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561555
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044542
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19847
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56609
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87945
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18188
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48382
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85809
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49366
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.767859
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.888884
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.016981
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402772
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491941
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584995
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682069
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783457
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889475
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000325
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116383
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237936
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369476
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513619
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714092
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859511
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012454
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173452
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343136
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522218
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711385
ø(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960747
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423317
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920675
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43386
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54362
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85607
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18321
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50141
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85626
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54556
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.777112
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.898655
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.027316
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403923
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49315
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586215
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683351
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784811
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890879
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001766
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117879
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239498
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367056
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506639
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681274
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825172
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976493
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135755
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303604
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480654
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667697
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865516
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290203
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794275
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15473
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52349
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83516
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16146
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50334
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85714
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60075
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.786568
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.908642
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.319851
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405507
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49479
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587923
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685121
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786665
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892766
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003788
û(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11995
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241678
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369318
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503259
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649419
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79189
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941655
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099244
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265265
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440408
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62533
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820896
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161955
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649996
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029924
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50569
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81668
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14225
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48336
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8735
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65924
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.796226
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.918844
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.318707
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407509
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.496849
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59009
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687356
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788965
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895192
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00627
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122592
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244425
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37215
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506228
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625817
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759621
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907856
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063839
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228155
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401381
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584296
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777695
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038395
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511185
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909541
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273252
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80064
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12558
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.466
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89533
‚(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72103
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806088
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204503
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316355
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40993
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.499369
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592667
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690079
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791783
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898114
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009333
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125755
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247738
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375639
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508423
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618611
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738413
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875117
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029563
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192199
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363646
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544624
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735904
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938377
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377592
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793365
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147408
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78699
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11139
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45123
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92348
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78077
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.816155
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202559
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.314347
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412744
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502322
(333.46, 7.27, 330.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59572
