¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5766
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489224
—(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799298
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137454
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507534
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911692
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343027
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822251
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37873
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88397
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2332
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63714
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1347
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71449
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.50087
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.47628
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.45377
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.46062
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.32276
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06497
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261584
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472368
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698862
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942908
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206473
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492047
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802365
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140775
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511217
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916038
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347788
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832158
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38981
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89776
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24795
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6806
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18199
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7989
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63316
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.74004
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.71697
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.69603
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.34085
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066793
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263552
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474505
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701159
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945366
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209149
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494917
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805527
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144213
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514978
—(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920528
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352758
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842211
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40107
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91246
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26362
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72514
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23059
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88449
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63367
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.01647
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.99281
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.9713
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.35953
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068713
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265584
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476676
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703527
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947901
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211914
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49792
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808752
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147788
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518879
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925193
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357911
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852418
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41251
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92807
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30358
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77092
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28047
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91768
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63506
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.30644
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.28215
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.26006
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.42881
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07068
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267702
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478967
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705967
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950546
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214739
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500995
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812124
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151425
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522861
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930034
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363253
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862809
‰(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42413
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94459
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34676
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81785
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33165
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93701
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73318
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5408
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.58594
(324.91, 7.54, 366.36) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 14.56323
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38682
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072713
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269854
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481268
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70847
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953203
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217648
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504141
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815557
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155175
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526986
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935057
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369669
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873361
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43594
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96196
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39104
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86598
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36354
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03931
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84872
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56425
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13758
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52114
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42143
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074775
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272094
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483626
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711017
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955994
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22062
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507388
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819053
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159034
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531219
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940233
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379251
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884071
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4479
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9961
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42378
…(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88208
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38067
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14401
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96701
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58922
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14065
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54876
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45704
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076896
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27436
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486105
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713624
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958812
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223683
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510688
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8227
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16298
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535542
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945137
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389008
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894912
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46009
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01528
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43909
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89874
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39874
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25109
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0776
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61575
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15541
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57715
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49366
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079064
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276688
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488592
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716334
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961725
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226824
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514112
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826406
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167036
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539968
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950025
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398874
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905691
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46686
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03022
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45528
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91625
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49693
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36071
ˆ(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10359
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64378
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17637
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60631
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53128
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081293
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279099
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49114
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719105
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964692
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230052
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517607
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830175
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171177
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544536
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955062
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408496
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911851
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47376
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04595
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47228
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93469
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62388
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47286
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13101
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67343
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07409
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63625
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56989
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083611
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281539
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493771
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721893
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967728
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233368
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52117
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834082
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175427
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549189
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960204
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414169
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918191
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48086
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06243
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49011
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95404
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75352
