¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.26696
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.70728
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.6968
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.68807
à(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.68111
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61085
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78989
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978637
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178884
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394002
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625649
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875741
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146625
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440859
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761567
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109301
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48887
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90715
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370234
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885678
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3367
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.4236
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.39676
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.37162
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.34813
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.32629
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.30607
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.28747
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.27046
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.25504
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.24119
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.94941
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.76844
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.75785
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.74904
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.74199
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.615669
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795065
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98476
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185441
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401052
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633247
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883965
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155542
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450562
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772156
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11755
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497959
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917173
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.85524
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.834247
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.814666
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.796481
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.779679
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.764248
ö(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.750173
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.737445
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.726055
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.715995
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.707254
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.699832
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.29659
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.02967
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.83201
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.82132
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.81241
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.80528
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620587
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800301
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990999
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192121
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408216
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640954
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892337
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164595
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460403
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782918
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129797
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507282
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927451
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.773959
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.753168
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.733773
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.715763
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.699123
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.683842
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.669903
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.657301
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.646022
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.636062
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.62741
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.62006
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.35416
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.11207
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.89806
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.88726
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.87826
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.87103
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625518
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805614
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99731
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198914
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415526
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648827
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900848
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173829
ÿ(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470419
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79385
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142815
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518158
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937964
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.695448
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.674849
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.655636
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.637794
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.621311
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.606172
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.592365
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.579883
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.568714
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.558848
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.550282
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.543006
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.41394
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.19666
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.96665
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.95574
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.94663
(377.80, 14.95, 275.74) (379.39, 8.79, 249.38) (1.36, 1.29, 1.33) Tools 11.93931
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630553
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810996
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003718
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205796
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422907
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65682
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909464
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183168
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480622
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804966
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156073
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532678
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.641405
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.619603
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.599192
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.580153
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.562474
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.546141
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.531141
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.517463
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.505096
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.494032
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.484261
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.475774
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.468568
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.47599
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 11.28349
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.93001
ñ(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.9357
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.94318
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.95245
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635669
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816446
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010163
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212784
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430438
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664922
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918252
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192682
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49098
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816285
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169533
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547497
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.567947
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.546338
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.526105
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.507236
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.489715
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.473527
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.458661
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.445107
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.432852
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.421886
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.412205
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.403798
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.448366
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.54038
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.63966
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.64329
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.64866
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.65578
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.66465
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640816
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821981
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016089
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219881
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438099
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673162
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927165
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202363
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501484
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827746
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183258
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562572
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.496987
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.475562
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.455505
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.436799
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.419429
û(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.403381
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.388645
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.37521
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.363063
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.352195
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.342598
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.334269
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.498714
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.60715
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.36829
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.37168
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.37676
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.38355
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.39204
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646074
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827566
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02208
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227102
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445839
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681518
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936194
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212149
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51215
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839406
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197227
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577894
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.428442
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.407197
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.387308
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.368758
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.351535
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.335625
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.321013
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.307691
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.295648
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.284873
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.275361
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.267104
(377.80, 14.95, 275.74) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.550187
(377.80, 14.95, 275.74) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 10.67639
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.11091
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.11407
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.11888
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.12536
(377.80, 14.95, 275.74) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.13351
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65133
(377.80, 14.95, 275.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833238
