¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.62924
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.85879
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404736
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666284
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951509
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263714
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606842
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985615
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405805
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874508
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400526
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994875
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70674
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58269
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.20682
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27303
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03339
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.38754
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.39802
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.41075
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.08425
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.25958
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.24164
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.22614
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.36268
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.35187
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.43992
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.37486
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.7977
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387427
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647459
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930929
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241151
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581989
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958111
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.795726
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840321
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362026
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951256
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63914
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52949
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53277
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27247
« (431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0261
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.30797
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.96638
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.98141
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.99881
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.21195
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.1941
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.17868
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.31471
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.30396
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.29562
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.31914
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.73997
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370217
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628693
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91045
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218723
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557312
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93079
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.749707
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.849061
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323824
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907941
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57234
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45054
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47083
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27278
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01984
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.26266
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.23504
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.20991
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.44489
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.431222
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.1493
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.13394
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.2695
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.2588
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.25051
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.68334
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.68554
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353084
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610052
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890099
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196393
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532718
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90365
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.705279
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.803322
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285909
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52329
œ (431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37227
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39757
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2692
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01458
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.22007
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.19255
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.409974
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.39466
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.380846
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.368514
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.09189
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.22699
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.21635
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.2081
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336004
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591503
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869827
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174186
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508325
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.569464
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.662408
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.759193
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.860015
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822366
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47464
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29472
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30523
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26217
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.38989
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.18014
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.499069
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.498396
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.344925
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.331232
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.505154
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.05247
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.18715
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.17655
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.16835
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77265
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319022
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573034
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849701
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152131
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484027
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.529261
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.621054
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.716635
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.816188
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.884853
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.855825
œ (431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.828531
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.802942
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.779031
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.756775
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.736148
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.723644
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.714943
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.447312
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.4499
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.671958
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.850395
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.14993
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.28321
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.54344
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36699
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302153
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554675
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829647
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130187
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45988
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.490494
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.581184
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.680757
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.835258
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73815
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37866
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14173
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12339
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.34932
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.31661
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.10813
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.08091
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.963725
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.965341
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.780376
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.969288
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.97953
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.98714
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.02738
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.50201
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.10274
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285335
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536387
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809702
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108347
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435891
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.516065
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.661445
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.814113
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.974576
Â (431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696578
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33128
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06636
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01296
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99147
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.28389
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.07597
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.04884
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.02417
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.00194
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.931833
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.96469
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.94964
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.93695
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.78209
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 14.46363
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.95184
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.94001
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.93091
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268612
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518214
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789905
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086694
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412088
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77041
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.794524
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 7.953116
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99213
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608569
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28437
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00335
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90133
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86068
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.25374
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.22377
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.01929
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.99469
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.97252
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.95276
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.93539
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.92039
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 11.90774
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 12.54674
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09816
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.78624
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.7747
(431.74, 14.08, 334.08) (426.17, 13.82, 302.24) (8.74, 12.69, 18.62) Truck 13.76587
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251989
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500158
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770237
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065148
¨ (431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388419
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744303
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118219
(431.74, 14.08, 334.08) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 8.098097
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88575
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486794
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17715
(431.74, 14.08, 334.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94999
