¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(436.69, 14.02, 296.56) (434.52, 8.54, 321.04) (0.81, 2.16, 0.81) Human 7.692207
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736103
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121028
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548019
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024282
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48103
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948213
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46595
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04281
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72606
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4777
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33508
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510576
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776093
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06564
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382505
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730739
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11509
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541412
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016855
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461156
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926262
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44161
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01435
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57075
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30159
µ(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13367
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50679
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771984
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06113
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377597
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725304
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10909
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534747
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009409
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441691
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90476
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41775
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98064
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51466
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1309
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93889
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503018
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767888
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056625
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372638
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719884
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10309
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528057
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001925
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422679
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88376
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39009
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94766
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47041
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01525
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75039
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499231
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763752
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052148
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367702
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714413
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097033
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521368
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987377
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404026
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86218
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36105
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91536
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42736
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96791
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56797
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495416
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759598
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047606
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362751
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708965
º(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090995
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514633
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970799
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38579
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836503
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33262
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88371
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38549
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92189
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51382
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491594
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755421
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043062
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357749
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703458
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084957
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50786
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954587
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364728
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811364
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30479
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85275
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34484
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87718
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46449
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487772
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751235
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038505
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352737
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697966
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078838
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501116
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938306
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342381
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786716
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27756
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82247
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30534
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83376
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42829
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483887
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747039
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033892
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347735
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692457
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072744
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494322
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91867
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320513
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762672
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25093
¹(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78902
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26698
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79165
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40295
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480051
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742873
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02931
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342701
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686903
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066587
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487529
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90272
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299107
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739073
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22486
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75498
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22975
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76488
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37869
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476179
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73863
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024724
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337665
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681349
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060466
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480715
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887192
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281725
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716051
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1994
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72195
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19366
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74401
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35553
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472287
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734421
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020128
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332613
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675791
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054331
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473878
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872065
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265184
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696747
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17451
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68992
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17421
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72411
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33347
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468402
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730195
º(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015498
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327552
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670208
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048153
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467003
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857359
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249088
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679042
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15304
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65993
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15702
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70515
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31244
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84071
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464514
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725935
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010852
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322462
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664634
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041973
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460162
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843059
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233444
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661839
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13406
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64507
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1407
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68714
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29246
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460609
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721691
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006196
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317393
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659056
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035789
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453278
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829144
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218247
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645156
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11563
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63101
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12526
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6701
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27356
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456695
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717442
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00158
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312279
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653443
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029624
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446426
¸(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815647
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203469
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628958
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10806
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6177
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11064
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65396
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2557
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452768
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713159
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996929
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30721
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647829
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023407
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439511
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802568
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189173
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613231
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10186
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60515
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09691
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63882
(436.68, 14.03, 296.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23888
