¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (428.24, 15.02, 245.61) (448.28, 8.59, 258.72) (0.81, 2.16, 0.81) Human 7.460546
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48047
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61024
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.17276
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.701787
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.695168
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.690058
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.686453
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.684349
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.683743
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.684636
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.687027
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.69092
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.696318
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.703225
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.753079
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064633
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411218
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792829
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221632
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696231
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231616
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.815296
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48596
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.071004
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.051273
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.04919
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.109963
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70507
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45532
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57913
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.649186
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.641079
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.634477
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.629371
¼(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.625758
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.623633
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.622996
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.623845
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.626181
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.630006
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.635325
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.642141
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754273
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065831
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412543
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793593
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222486
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696182
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.231562
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813679
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48341
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.009726
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.990106
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.990888
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.999482
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.080323
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42957
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54671
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.590862
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.582782
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.576194
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.571093
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.567472
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.56533
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.564662
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.565471
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.567754
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.571515
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.576757
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.583488
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754955
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066827
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413642
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794105
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223057
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695837
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230514
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811761
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48046
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.950892
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.931382
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.934882
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.943208
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.9616
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.053203
Æ(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.592503
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.534871
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.526816
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.520244
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.515147
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.51152
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.50936
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.508665
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.509433
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.511667
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.515368
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.520538
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.527185
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755498
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067622
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414523
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794363
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223346
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695194
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228728
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.809552
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47709
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.894432
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.875025
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.881104
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.889174
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.898803
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.936304
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 8.229609
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.481137
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.473109
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.466552
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.461461
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.457829
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.455652
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.45493
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.455662
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.457849
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.461491
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.466593
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.473159
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755901
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068215
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415178
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794367
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223352
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694259
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.226731
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.807044
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47333
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.840271
×(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.8232
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.82949
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.837318
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.846693
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.857625
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.913526
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.429597
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.421594
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.415052
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.409965
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.406328
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.404137
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.40339
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.404087
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.406228
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.409815
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.414852
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.421343
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756166
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068605
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41561
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794121
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223075
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693027
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224523
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804246
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46916
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.788341
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.773908
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.779978
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.787577
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.796711
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.807391
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.819627
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.380183
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.372204
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.365678
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.360595
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.356954
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.354749
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.353979
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.354642
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.35674
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.360274
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.365249
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.371668
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756289
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068793
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415818
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793622
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222517
Ş(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691499
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222104
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801152
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46459
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.73858
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.726652
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.732513
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.739893
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.748798
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.75924
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.771225
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.332835
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.324881
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.318368
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.313292
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.309646
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.307428
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.306636
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.307267
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.309325
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.312809
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.317725
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.324075
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756274
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068778
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415803
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792871
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221678
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689677
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219473
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.797767
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45962
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.690927
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.681377
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.68704
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.694212
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.702901
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.713115
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.724863
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.287496
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.279564
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.273066
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.267994
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.264346
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.262115
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.261302
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.261904
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.263923
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.26736
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.272218
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.278503
Ï(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756117
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068563
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415405
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791867
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220555
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687564
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216633
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79409
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.665858
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.645324
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.638031
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.643506
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.650481
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.658965
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.668963
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.680487
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.244109
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.236199
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.229715
(428.24, 15.02, 245.61) (444.31, 9.19, 266.08) (6.18, 3.14, 8.39) Truck 7.22465
