¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(432.58, 14.49, 325.66) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 13.47608
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.698
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.70709
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.71868
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.39415
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.26087
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.19753
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.18321
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.23
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.34165
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.54814
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.28587
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.28004
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27797
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27965
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745642
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020174
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319515
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647038
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010539
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414543
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870642
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380936
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955584
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59288
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30646
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12565
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85246
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.70473
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.71137
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.72051
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.73215
å(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.74629
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.3031
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.2284
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.20499
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.25107
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.35161
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.54116
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42852
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42261
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42049
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42216
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745075
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01955
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318816
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646304
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006124
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411708
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867467
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377355
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951571
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59142
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30482
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11546
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7556
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.72048
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.72718
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.73638
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.74807
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.76227
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.34867
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.2624
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.23891
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.27514
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.36451
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.53711
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.92733
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57115
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.56899
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57064
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744472
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018929
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318128
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645553
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005255
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408737
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864181
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373705
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947443
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58997
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30313
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02423
ñ(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65425
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.73868
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.74544
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.7547
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.76646
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.78074
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.39763
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.29954
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.27598
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.30222
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.38034
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.53599
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.88575
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72586
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72364
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72527
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743871
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018285
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317426
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644773
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004371
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405732
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860816
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369905
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943166
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58843
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30141
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93499
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55522
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.75935
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.76618
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.77551
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.78734
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.8017
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.45005
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.34788
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.31623
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.33234
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.39913
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.53779
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.84735
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88694
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88467
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.88628
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743273
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017618
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316674
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643949
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003502
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402651
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857384
á(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366068
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938802
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58685
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29624
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84777
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45846
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.78249
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.7894
(432.76, 14.57, 323.68) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 12.79881
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42573
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.75163
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.51119
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.40313
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.35969
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.36554
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.42089
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.5556
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.81211
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05461
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05229
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05388
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742618
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016874
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315933
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643112
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00257
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399467
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853864
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362112
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934314
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58321
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21889
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76247
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36396
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0329
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78125
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63848
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4108
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.86702
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.58789
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.4619
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.40643
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.40184
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.45317
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.5808
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.8136
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22911
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22673
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22829
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741975
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016181
Ê(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315134
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642255
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00164
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398213
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850247
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358054
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929743
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.578
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1432
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67907
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27158
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93007
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66608
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63469
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3955
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.98792
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.66868
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.52426
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.45648
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.44129
(432.76, 14.57, 323.68) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 15.4929
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42752
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41711
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41069
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40826
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40979
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74129
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015457
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314348
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641362
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000669
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397139
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84656
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353889
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925038
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57268
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09854
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59754
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18134
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82973
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55375
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6308
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37986
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23997
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.73029
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.69938
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6726
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6499
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63127
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61668
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60613
Ë(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59962
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59711
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.59863
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740593
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014688
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313509
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640472
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999653
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396013
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842747
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34965
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920238
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5815
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15618
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60135
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09319
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73171
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44418
(432.76, 14.57, 323.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62676
