¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(333.01, 7.41, 370.53) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 7.514063
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123706
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459589
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830364
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241582
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700165
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214718
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795994
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44886
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21504
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08525
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06116
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24058
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71717
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53917
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24833
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79915
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.61506
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.6138
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.57963
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.58691
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523509
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801417
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105493
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439562
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808181
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216919
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672599
¤(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18367
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760775
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39511
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15298
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01517
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99289
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16459
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.69839
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.67119
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.64695
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.62564
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.60722
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.5917
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.57905
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.62236
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.65686
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.91033
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 15.90895
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 15.91068
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 15.91551
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 15.92345
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508333
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784827
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087284
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419518
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192286
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645042
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152675
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725666
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34172
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09135
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94492
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90218
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06926
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52299
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30878
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80949
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33547
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.9763
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.97393
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.59056
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49312
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768232
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069131
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399516
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763904
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167701
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617537
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121717
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69063
Î(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29744
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03016
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87961
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81257
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96264
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40113
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16371
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47837
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06112
(332.13, 7.28, 369.77) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.96431
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.745042
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.738994
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.734268
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.73086
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.728768
(332.13, 7.28, 369.77) (330.85, 1.25, 345.46) (0.79, 2.75, 2.45) Cabin 6.727986
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477952
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751679
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050967
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379538
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.999809
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.970963
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.943701
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.917995
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.893818
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.871145
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.84995
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.830215
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.811915
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.795035
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.779558
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.765466
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.752747
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.741387
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.731375
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.722702
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.715358
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.709338
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.704633
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.701241
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.699158
(332.13, 7.28, 369.77) (330.85, 1.25, 345.46) (0.79, 2.75, 2.45) Cabin 6.69838
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462766
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735104
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.032794
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.000818
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.970484
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.941759
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.914612
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.889015
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.86494
İ(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.842362
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.825649
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.826578
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.828836
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.831694
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.816133
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.801966
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.789178
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.777758
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.767693
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.758973
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.751591
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.745537
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.740809
(332.13, 7.28, 369.77) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 6.737399
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.735304
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.686189
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 15.75075
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 15.77017
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447641
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718585
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014711
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.040071
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.009567
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.980682
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.953384
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.927644
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.903434
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.880729
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.859507
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.839744
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.821421
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.804519
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.78902
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.77491
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.762174
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.750799
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.740774
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.73209
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.724737
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.718709
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.714
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.710603
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.708518
(332.13, 7.28, 369.77) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.659599
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432481
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702057
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996603
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.013535
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.983147
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.95437
å(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.927176
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.901533
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.877415
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.854796
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.833654
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.813967
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.795713
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.778874
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.763435
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.749379
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.736691
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.725359
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.715374
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.706722
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.699398
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.693393
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.688701
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.685318
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.683242
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.634507
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.52289
(332.13, 7.28, 369.77) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.53013
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417396
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68557
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978565
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.988555
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.958276
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.929604
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.902505
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.876954
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.852923
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.830386
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.809319
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.789702
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.771513
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.754736
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.739352
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.725347
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.712704
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.701414
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.691462
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.682843
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.675544
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.669561
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.664888
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.661518
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.659448
(332.13, 7.28, 369.77) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 6.610887
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.611411
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402289
(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669085
á(332.13, 7.28, 369.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960527
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.965108
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.93493
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.906354
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.879348
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.853883
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.829932
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.80747
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.786476
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.766925
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.748798
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.732077
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.716745
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.702786
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.690187
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.678934
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.669018
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.660427
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.653154
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.647192
(332.13, 7.28, 369.77) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.642533
