¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588234
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.17487
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.17526
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.621302
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.747169
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881054
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050936
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242496
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450208
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676229
¿(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923029
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193491
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491181
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837883
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324051
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01637
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76723
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.48194
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.45523
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.43086
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.40881
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.38906
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.3716
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.3564
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.34345
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.33273
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.32425
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.31798
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.31391
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.31206
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.31241
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.615766
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.741296
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877887
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.055296
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247198
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455314
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681807
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929084
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200156
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498539
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828478
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370331
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00592
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76517
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.62741
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60032
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.57561
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.55324
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.53321
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.51548
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.50005
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.4869
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.47601
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.46738
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.46099
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.45684
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.45492
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.45524
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.610477
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.735676
±(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882043
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059812
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25206
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460601
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687569
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935377
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207094
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506166
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836926
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540418
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99722
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76468
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65094
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.75147
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.72639
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.70369
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.68335
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.66536
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.64969
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.63632
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.62525
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.61647
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60995
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60571
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60373
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.60402
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.605491
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.73038
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886366
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.06445
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.257115
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466109
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693538
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941921
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214242
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514061
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845667
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777182
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985859
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76434
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65056
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.90896
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.8835
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.86046
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.8398
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.82153
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.8056
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.79202
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.78076
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.77181
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.76517
±(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.76083
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.75878
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.75903
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.600719
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725441
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890854
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.069289
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262332
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471781
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699694
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948689
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221681
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521058
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833084
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090695
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974567
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76413
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65037
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.07313
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.04727
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.02386
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.00288
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.9843
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.96812
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.9543
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.94284
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.93372
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92695
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.9225
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92038
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 11.92059
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.596206
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.729714
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.895464
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.074307
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267751
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477633
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706098
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955444
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212185
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493378
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802595
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423298
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963359
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76411
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65034
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.24435
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.21808
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.19429
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.17296
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.15408
²(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.13761
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.12355
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.11188
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.10259
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.09567
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.09111
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.08892
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.08908
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.591969
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.734158
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.900267
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079457
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.273317
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483674
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699305
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932758
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18742
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466223
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772739
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776516
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952185
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75646
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65052
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.42292
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.39621
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.37203
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.35034
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.33113
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.31437
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.30005
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.28816
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.27869
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.27162
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.26695
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.26467
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.26478
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.587965
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.738739
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.905172
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.084786
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.268942
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465689
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67884
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910492
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163102
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439624
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743466
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151951
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941067
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74345
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64734
¸(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59791
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.58212
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.55751
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.53545
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.51589
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.49883
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.48425
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.47213
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.46245
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.45523
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.45043
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.44807
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.44813
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.588466
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.743457
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.902985
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070894
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251769
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447179
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65879
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888708
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139319
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413561
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714813
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242352
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930023
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73052
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63854
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58759
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.77621
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.75117
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.7287
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.70879
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.69141
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.67655
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.66418
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.65431
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.64691
(333.56, 7.52, 371.65) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.64199
