¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54802
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18568
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00993
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.4609
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.4335
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.40864
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.88194
¤(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.27538
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.28868
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.33407
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.84157
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.31147
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.30379
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.29852
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.80232
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.29518
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.2971
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.30143
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3941
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652502
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934127
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242079
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580216
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948871
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348629
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792541
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288228
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829958
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45692
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17155
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99361
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94899
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97149
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53634
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.9637
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.99003
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13993
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.93413
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.88351
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393604
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651989
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933537
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241459
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579521
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94985
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349718
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793755
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289597
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817711
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43631
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15754
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97742
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93002
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88266
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4285
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.04886
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66363
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00985
³(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.63737
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 10.96809
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39313
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651449
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932965
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240818
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578816
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950872
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350863
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795033
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282555
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805614
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41533
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13776
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96136
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91124
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79553
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08328
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.13754
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73579
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.12098
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.35505
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.05616
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392624
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650923
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932376
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240165
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578116
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950788
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352013
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796318
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271895
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793695
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3944
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11382
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.29214
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.26508
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.24033
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.21788
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.19769
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.17975
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.16405
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.15055
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.13926
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.13016
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.12324
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.1185
(332.57, 7.44, 364.32) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 11.07215
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.07103
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.07206
(332.57, 7.44, 364.32) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 11.12121
ÿ(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392096
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650361
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931757
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239516
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577366
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949974
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353189
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795113
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261415
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781963
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37365
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08999
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9151
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.771
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62646
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60994
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98377
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8377
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74824
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391609
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649777
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931142
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238827
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576625
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949127
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354445
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785862
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25113
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77042
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3536
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06632
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88773
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76219
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54658
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51552
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1364
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88875
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77182
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391059
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649191
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930505
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238119
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575873
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948319
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355675
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776723
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24094
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759033
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3408
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0428
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86026
¡(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75413
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53746
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42634
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29005
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97492
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79601
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390512
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648615
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929878
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237434
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575098
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947453
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350351
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767724
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230949
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747859
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3282
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01942
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82172
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71176
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52917
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41691
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.14392
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.11652
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.09233
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.07136
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.05356
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.03893
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.02744
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.01909
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.01387
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.01177
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389957
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648028
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929198
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236715
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574328
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94657
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346984
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760107
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221094
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73682
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31581
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99622
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78359
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66755
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52172
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40842
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.77111
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.74436
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.72076
¬(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.70028
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.68291
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.66863
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.65743
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.64929
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.64421
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.52394
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389403
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647427
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928535
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235984
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573486
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945579
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340563
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757189
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214864
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726005
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30363
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97312
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74587
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62387
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51511
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40088
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.27177
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.24587
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.22304
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.20322
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.18641
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.1726
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.16177
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.15391
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.149
(332.57, 7.44, 364.32) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.03256
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388848
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646788
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927857
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235226
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572686
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939039
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333329
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754402
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211767
