¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.449566
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.525977
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.505007
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.485222
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.466582
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.44907
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.432633
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.417287
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.402959
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.389643
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.377357
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.366015
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.355638
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.346212
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.341633
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.366144
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.491852
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.46847
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.446204
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.425025
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.404923
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.385854
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.367805
ê(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.350762
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.334693
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.319609
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.305449
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.292231
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.27994
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.268551
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.258063
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.248448
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.239714
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.231849
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.228371
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.239628
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.269121
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.328994
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.419345
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.396826
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.375388
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.355
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.335658
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.317323
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.299975
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.283616
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.268203
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.253725
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.240186
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.227555
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.215811
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.204957
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.194983
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.185873
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.177614
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.170201
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.167153
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.175749
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.197504
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.236485
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.30585
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.373087
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.35105
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.330077
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.310143
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.291229
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.273312
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.256364
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.240394
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.225353
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.211243
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.198042
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.185745
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.174325
ë(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.163785
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.154102
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.145283
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.137299
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.130155
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.127345
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.134748
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.153297
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.185442
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.237435
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.332426
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.342741
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.321028
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.300369
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.280737
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.262111
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.244473
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.227815
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.212091
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.197309
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.18344
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.170485
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.158412
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.147215
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.136889
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.127412
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.118789
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.110997
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.10404
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.101374
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.10815
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.125047
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.153902
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.199036
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.272539
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.324309
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.302822
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.282391
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.262977
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.244562
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.227131
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.210658
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.195137
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.180542
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.16685
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.154062
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.142158
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.131127
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.120957
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.111636
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.10316
ï(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.095514
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.088696
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.086118
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.092564
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.108605
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.135829
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.177776
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.243459
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.379014
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.315977
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.294662
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.274386
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.255129
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.236866
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.219585
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.203255
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.187872
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.173411
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.159859
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.147204
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.135431
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.124523
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.114475
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.105278
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.096924
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.089395
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.082687
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.080152
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.086465
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.102197
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.128836
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.16967
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.232823
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.353623
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.317025
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.295825
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.275666
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.256516
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.238364
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.221192
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.204976
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.189693
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.175333
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.161887
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.149334
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.137659
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.126856
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.116908
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.107811
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.099551
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.092122
é(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.085519
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.082981
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.08935
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.10523
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.132138
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.173488
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.237816
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.364858
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.327522
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.306395
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.286304
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.267237
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.249165
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.232066
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.215924
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.200725
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.186447
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.17308
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.160606
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.149019
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.138296
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.128441
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.119422
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.111257
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.103918
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.09741
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.094827
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.101452
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.117977
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.146115
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.189815
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.259695
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.449447
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.348332
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.327259
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.307217
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.288197
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.270175
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.253131
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.237051
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.221904
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.2077
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.194395
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.181996
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.170483
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.15984
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.150066
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.141137
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.133057
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.125805
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.119395
ë(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.116751
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.123881
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.141721
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.172435
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.221362
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.305737
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.381559
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.360504
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.340496
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.321518
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.30354
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.286541
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.270514
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.255431
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.241284
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.228055
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.215727
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.204296
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.193746
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.184063
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.175236
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.167259
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.160134
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.153834
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.151101
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.159191
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.179528
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.215415
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.276276
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.434785
(336.09, 7.42, 349.58) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 21.84527
(336.09, 7.42, 349.58) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 21.83183
(336.09, 7.42, 349.58) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 21.82267
(336.09, 7.42, 349.58) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 21.81775
(336.09, 7.42, 349.58) (335.49, 1.48, 329.78) (0.81, 2.16, 0.81) Human 4.4318
