¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(335.61, 7.15, 321.67) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 12.14964
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280962
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802805
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38905
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05211
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80805
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67762
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68839
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87744
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29613
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01783
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15072
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86143
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.04806
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.02147
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.9996
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.98245
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.96999
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.96221
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.9591
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.96067
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.96691
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654027
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999659
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379683
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799381
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265272
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785271
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36925
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02965
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78233
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6479
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65363
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83625
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24663
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95717
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07471
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76341
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.08522
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.0586
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.03672
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.01957
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.0071
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.99934
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.99625
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.99784
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.00411
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643416
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987993
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366802
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785167
»(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249438
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767549
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34928
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00696
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75633
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61788
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61852
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79465
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19664
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89597
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9981
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66479
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.12718
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.10054
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.07864
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.06148
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.04902
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.04126
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.03819
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.03981
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.04611
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632686
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976205
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353811
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770776
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233419
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749605
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32902
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.984
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73006
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58751
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58302
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75268
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1462
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83433
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9209
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56549
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.17398
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.14731
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.12541
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.10823
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.09578
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.08803
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.08498
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.08662
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.09297
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621797
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964292
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340673
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756218
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217235
¹(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731444
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30859
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9608
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70352
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55686
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54724
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71036
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09538
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77215
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84321
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46563
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.22567
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.19898
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.17705
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.15987
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.14742
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.13968
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.13666
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.13833
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.14472
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610799
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952187
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327379
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74149
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200838
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713105
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28795
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93737
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6767
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52591
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51113
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66764
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04414
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70954
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76501
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36524
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.28231
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.25559
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.23364
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.21645
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.204
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.19628
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.19327
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.19498
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.20142
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599677
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94002
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313946
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726607
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18428
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694605
»(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2671
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91372
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64966
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49465
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47465
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62459
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9925
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6465
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68637
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26437
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.34394
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.31719
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.29522
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.27802
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.26557
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.25786
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.25489
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.25664
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.26312
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588429
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927694
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300359
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711588
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167575
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675914
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24605
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88986
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62238
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46317
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43795
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58122
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94051
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58308
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60727
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16304
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.41064
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.38384
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.36185
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.34464
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3322
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.32451
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.32156
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.32336
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3299
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577096
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915231
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286671
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696414
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150701
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657037
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22482
³(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86576
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59487
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43146
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40095
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53756
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8882
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51927
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52779
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06133
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.45563
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.43361
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.4164
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.40396
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.39628
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.39337
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.39521
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.40181
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565614
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902644
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272804
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681108
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133687
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638007
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2034
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8415
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56712
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39946
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36368
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49359
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83552
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4551
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44795
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95929
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.53262
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.51058
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.49335
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.48091
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.47325
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.47037
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.47226
(334.93, 6.64, 320.81) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.47893
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55407
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889989
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258844
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665647
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11651
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618804
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18183
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81703
(334.93, 6.64, 320.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53918
