¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(331.57, 7.41, 368.64) (332.23, 1.41, 344.97) (0.81, 2.16, 0.81) Human 8.146701
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.81833
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.79728
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.77973
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.76569
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.75512
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.74803
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.74439
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.68269
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44155
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703747
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989659
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302498
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646239
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025552
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441052
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892159
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396124
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962715
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59564
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27015
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03889
ª(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8122
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99121
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17793
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4138
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.16397
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.13793
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.11529
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.09605
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.08017
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.06765
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.05847
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.05262
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.89563
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440803
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702971
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988817
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301548
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645201
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024426
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44058
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883019
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385904
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951163
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58938
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26305
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00162
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68657
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91761
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16197
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.46354
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.43534
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.41044
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.3888
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.37041
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.35525
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.34329
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.33453
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.32892
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 16.17858
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440082
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702142
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987905
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300597
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644165
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02326
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443302
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882025
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375736
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939734
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57812
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2562
´(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93748
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61478
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70799
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14699
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.79598
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.76896
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.7451
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.72437
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.70676
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.69224
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.6808
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.67242
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.66712
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.5229
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439335
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70135
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987029
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299605
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643033
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022058
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442333
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885138
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374201
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928337
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56516
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24951
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87473
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54452
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50432
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98191
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.18335
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.15741
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.1345
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.1146
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.0977
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.08376
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.07279
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.06477
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 15.0597
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.9211
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438559
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70049
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986076
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298607
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.680556
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.5981
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.571254
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.546999
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.524182
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.502798
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.482816
ã(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.464191
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.446957
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.431064
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.416473
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.403201
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.391263
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.380588
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.371181
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.363056
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.356277
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.373851
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.459081
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.50519
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.50033
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 14.36691
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437727
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69961
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985135
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.616893
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.521157
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.481451
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.456478
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.432934
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.410805
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.390069
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.370716
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.352696
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.33602
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.320668
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.306603
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.293828
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.282342
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.272112
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.263132
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.255387
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.249128
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.259755
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.300604
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.395448
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.98366
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.85501
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436936
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69875
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.696543
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.522422
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.454854
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.422012
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.397368
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.374164
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.352347
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.331908
å(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.312832
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.295086
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.278668
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.263556
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.249737
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.237178
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.225889
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.21585
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.207064
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.199498
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.193469
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.202228
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.234936
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.301709
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.465883
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 13.38086
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436098
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697812
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.603117
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.481464
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.422079
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.391518
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.367085
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.344052
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.322419
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.302146
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.283235
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.265653
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.249393
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.234416
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.220744
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.208313
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.19715
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.187238
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.178542
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.171078
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.165198
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.173222
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.202929
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.261593
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.378792
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.94052
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43525
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696902
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.584359
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.470446
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.412967
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.382961
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.358614
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.335694
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.314143
à(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.29398
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.275153
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.257663
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.241477
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.226595
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.212988
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.200657
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.189573
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.179719
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.171107
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.163721
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.157898
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.16574
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.194792
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.251687
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.362162
(332.03, 7.40, 366.69) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.53061
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434387
(332.03, 7.40, 366.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695984
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.610543
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.485616
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.425473
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.394755
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.37043
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.347528
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.326025
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.30589
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.287108
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.269664
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.253519
(332.03, 7.40, 366.69) (332.14, 1.41, 345.42) (0.81, 2.16, 0.81) Human 6.23867
