¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637028
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942984
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562819
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51748
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39128
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08205
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55087
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43764
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.213792
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.340924
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.480947
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.626791
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.783209
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.951572
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133256
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329858
ï(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543247
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213227
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488644
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791001
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12436
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499366
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925668
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405042
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948049
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579519
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52629
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24845
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7492
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08187
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.98637
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.213358
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.341968
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.481139
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.626805
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.783223
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.951586
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133272
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329877
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543265
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214749
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490322
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792818
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12634
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50343
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930179
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410176
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95389
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596972
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53534
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08641
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42897
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.59775
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.49658
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.213097
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.343179
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.481348
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.627028
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.783463
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.951845
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.133551
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330179
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544304
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779274
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492336
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795071
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12882
ì(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504904
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935266
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.415916
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960392
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615136
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54461
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92846
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12061
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10919
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.0744
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.213586
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.34456
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.481756
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.627465
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.783932
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.952349
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134096
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330768
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.546305
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781175
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494765
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797733
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131775
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506537
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94096
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422304
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967636
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634048
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55415
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77455
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83232
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62781
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61822
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.88304
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.215036
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.346109
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.482361
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.628115
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.784629
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.953099
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.134904
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331642
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548353
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783409
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040491
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800833
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135183
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508638
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944057
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429306
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975615
ß(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653693
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56396
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46185
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60947
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12711
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.14373
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43432
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.216645
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.347084
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.483166
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.628977
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.785554
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.954095
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135979
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332806
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550709
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785975
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0433
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804373
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139096
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511246
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946959
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436939
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984294
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67412
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57398
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16114
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39425
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63637
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77632
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.08236
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.218411
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.348023
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.48417
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.630051
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.786708
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.955337
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.137318
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33609
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55337
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788878
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046475
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329359
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143477
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514907
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950392
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44198
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993727
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695278
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58427
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87205
Ô(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21679
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14601
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.33217
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65045
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.220336
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.349147
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.485372
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.631338
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.78809
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.956822
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.138923
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33975
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556337
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792113
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050015
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333249
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148355
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520291
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954383
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44649
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003874
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717176
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59479
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66967
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04433
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65504
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.03449
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31585
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.222419
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.350458
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.486772
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.632838
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.7897
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.958555
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140791
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343019
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.559611
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795681
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053921
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337541
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650307
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526222
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958936
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45161
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011189
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739826
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60555
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51915
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87663
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20499
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64092
Ş(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.8589
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.224383
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.351954
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.488372
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.634552
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.791539
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.960535
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.143617
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346317
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563192
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799587
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058196
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341639
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655262
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532717
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963999
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457361
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019365
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763301
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62446
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.372
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7136
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77161
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32038
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56219
(434.01, 14.53, 328.63) (423.10, 3.19, 364.67) (0.81, 2.16, 0.81) Human 22.60718
(434.01, 14.53, 328.63) (423.10, 3.19, 364.67) (0.81, 2.16, 0.81) Human 22.51658
(434.01, 14.53, 328.63) (423.10, 3.19, 364.67) (0.81, 2.16, 0.81) Human 22.45942
(434.01, 14.53, 328.63) (423.10, 3.19, 364.67) (0.81, 2.16, 0.81) Human 22.40711
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.225961
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.353636
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.49017
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.636477
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.793606
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.96276
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.147733
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349895
(434.01, 14.53, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567081
