¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873703
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9377
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26965
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77975
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54358
†(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61541
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703053
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27227
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923308
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94611
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82871
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61298
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47159
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29418
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7737
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93724
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25603
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76023
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.51162
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56782
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664747
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22862
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873142
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74981
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83748
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61383
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47789
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39812
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77088
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93614
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24189
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74056
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.47916
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50287
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62595
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184408
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822241
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40564
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83769
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61403
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48385
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40362
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80805
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93439
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2272
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.72396
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44617
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4375
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586635
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139595
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770815
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0724
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83778
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61366
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48932
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40987
ü(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.98242
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92346
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21025
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7013
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.40914
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37186
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546862
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094345
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718821
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74994
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84561
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61269
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49188
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4156
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19968
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90993
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.19171
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67267
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37315
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3059
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506557
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048531
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666262
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43775
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85292
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61314
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49007
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42094
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43683
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89594
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17571
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64363
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.33672
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25918
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46591
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002289
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613253
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3154
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85977
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62089
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48759
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42174
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43269
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88152
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15956
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61091
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29987
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31323
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424805
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955614
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559779
„(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25351
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86618
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62807
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48893
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40995
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41919
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.91338
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14291
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.57759
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.26156
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26631
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384776
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908457
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505905
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18693
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87213
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63479
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4955
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39774
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40533
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08256
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12063
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54505
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22309
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20889
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354879
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861047
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451576
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11986
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87756
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64091
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48048
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38527
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39112
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.29035
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0923
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51285
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18435
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.15122
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324761
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813245
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396981
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05248
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57398
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64654
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46505
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37244
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37647
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51794
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06294
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4796
Š(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.14494
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.09335
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294331
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765102
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33993
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98504
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72809
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63792
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44927
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35925
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36151
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50352
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03334
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4459
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.1
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.03062
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263754
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716637
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281075
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917484
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64985
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62357
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43308
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34575
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34611
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4781
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00348
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4119
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.05431
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.96423
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232895
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668268
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222075
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849857
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57158
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61111
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41652
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32924
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33041
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45097
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15521
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37784
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00535
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90036
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201887
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633701
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163039
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782215
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49335
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60581
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40062
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31247
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42332
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.34503
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3398
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.95487
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.83641
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170679
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598935
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10775
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714573
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4152
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6002
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39429
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29039
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28811
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39547
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57051
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30086
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.89571
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.76415
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139259
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56401
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056368
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650729
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33719
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.152
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38761
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28248
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26351
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36734
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61094
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26173
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83661
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.68601
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9087
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107764
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528933
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004824
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591952
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26307
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04552
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3806
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27255
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23869
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33892
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58611
