¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(327.06, 7.07, 327.96) (345.27, 2.06, 309.64) (0.81, 2.16, 0.81) Human 10.0338
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717124
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02403
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358028
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717163
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109941
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602777
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32401
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02771
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71363
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32012
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9662
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.07206
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.94467
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.93001
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.92004
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.91346
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.9101
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.91008
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 16.91486
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558653
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736413
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932849
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144406
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372942
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620464
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889377
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182521
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486747
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776363
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086984
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42087
•(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785277
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184546
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725574
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51106
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24174
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89332
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51935
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92742
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.2574
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.03653
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.02146
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.01243
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.00675
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.00434
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.00527
(327.42, 7.17, 327.59) (331.60, 1.79, 297.00) (0.81, 2.16, 0.81) Human 17.01161
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57695
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755809
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95368
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166879
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397219
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646752
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918002
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213744
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537456
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834314
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14583
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484869
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855177
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261154
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851526
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70567
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46507
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07999
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72666
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88804
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93066
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65591
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595572
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775508
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974851
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189692
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421869
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673532
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94707
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245513
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566097
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889936
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206181
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550546
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926928
…(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339853
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980644
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90835
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67337
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27406
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94259
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16942
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06708
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13838
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6145
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795527
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996356
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212911
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446945
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700713
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976688
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271988
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591451
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941853
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267993
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617906
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000561
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420689
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11311
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11956
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85547
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47588
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16121
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93573
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54686
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64391
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63377
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815813
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018207
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236456
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472451
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728385
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001338
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295611
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617284
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970246
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331382
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68698
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07614
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503727
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24899
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33983
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04465
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67849
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35017
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78253
†(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05109
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15572
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653351
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836441
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040406
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260395
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498373
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751478
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023436
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319717
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643632
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999197
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391134
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757838
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153702
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589029
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38842
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53651
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23303
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85495
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5463
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29286
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5817
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673285
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857386
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062947
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28474
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520137
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772192
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04594
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344266
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670488
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028703
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423731
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830484
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233327
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676645
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53146
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70837
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39833
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03793
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74992
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80753
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14066
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693542
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878611
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085804
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305406
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539609
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793306
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068875
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369244
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697886
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058781
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456983
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898369
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315022
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766649
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67827
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80453
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5695
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2277
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96146
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29441
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73587
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709414
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900168
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105513
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323729
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559439
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814774
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09221
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394725
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725751
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089457
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49088
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39891
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859165
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82891
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90231
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73859
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42457
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41769
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78685
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37412
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721807
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918321
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122831
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342402
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579596
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836601
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115975
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420674
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754178
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120738
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525416
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97442
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475245
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954184
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92182
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00175
ƒ(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84064
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62894
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96527
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30559
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05044
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734419
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932058
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140049
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36135
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600089
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858844
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140182
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447062
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783102
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15261
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560637
(327.42, 7.17, 327.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01354
